time,qd,q,position_error,jerk,jerk_d
9.81,2.32392889,2.0165147567224366,0.3074141332775633,390.79743347146473,-0.47000000051866886
9.815,2.32402605,2.0167101554391738,0.3073158945608263,-195.3987167385745,-0.33000000058792
9.82,2.32412235,2.017100952872647,0.307021397127353,5.684510403633926e-10,0.280000000714157
9.825,2.32421781,2.017100952872647,0.3071168571273528,-195.3987167349557,-0.1999999997785249
9.83,2.32431262,2.01749175030612,0.3068208696938801,-390.7974334723934,-0.9100000005445219
9.835,2.32440661,2.01749175030612,0.30691485969388,390.7974334729553,0.1400000002145405
9.84,2.3244995,2.01749175030612,0.3070077496938799,390.79743347288587,1.8199999999524925
9.845,2.32459154,2.01749175030612,0.3070997896938801,0.0,2.0199999994475495
9.85,2.32468313,2.01749175030612,0.3071913796938799,0.0,1.140000000532428
9.855,2.32477442,2.01749175030612,0.30728266969387974,0.0,0.13000000052440974
9.86,2.32486553,2.01749175030612,0.3073737796938798,0.0,-0.6000000007589058
9.865,2.32495639,2.01749175030612,0.30746463969388005,0.0,-0.46000000025969
9.87,2.32504683,2.01749175030612,0.30755507969387974,0.0,0.18000000096682212
9.875,2.32513685,2.01749175030612,0.30764509969387976,0.0,0.140000000214902
9.88,2.32522657,2.01749175030612,0.30773481969387984,0.0,-0.6500000009171534
9.885,2.32531598,2.01749175030612,0.30782422969388,0.0,-1.18000000043144
9.89,2.32540489,2.01749175030612,0.3079131396938801,0.0,-1.049999999338568
9.895,2.32549313,2.01749175030612,0.30800137969387986,0.0,-0.5799999993883151
9.9,2.32558061,2.01749175030612,0.3080888596938798,0.0,0.31999999976051674
9.905,2.32566725,2.01749175030612,0.3081754996938799,0.0,1.4399999992065957
9.91,2.32575315,2.01749175030612,0.3082613996938801,0.0,1.509999999598301
9.915,2.32583866,2.01749175030612,0.30834690969388,0.0,0.43000000061994137
9.92,2.32592395,2.01749175030612,0.3084321996938799,0.0,-0.21999999944451898
9.925,2.32600887,2.01749175030612,0.30851711969387985,0.0,-0.23000000055638248
9.93,2.32609344,2.01749175030612,0.30860168969388013,0.0,-0.3699999996342802
9.935,2.32617766,2.01749175030612,0.3086859096938799,0.0,-0.11999999941279049
9.94,2.32626139,2.01749175030612,0.30876963969387994,-195.3987167360166,0.7299999990096047
9.945,2.32634466,2.01749175030612,0.30885290969388013,-195.3987167360166,1.2300000000209734
9.95,2.32642768,2.01749175030612,0.30893592969388006,390.7974334719291,1.4100000004189308
9.955,2.3265106,2.017296351589384,0.3092142484106164,390.7974334719638,2.2799999996438327
9.96,2.32659354,2.017296351589384,0.3092971884106164,-195.3987167360513,3.280000000245345
9.965,2.32667689,2.017296351589384,0.3093805384106161,-195.3987167360166,2.609999999947481
9.97,2.32676125,2.017296351589384,0.3094648984106163,0.0,0.5699999996977594
9.975,2.32684681,2.017296351589384,0.30955045841061635,-195.39871673658504,-0.8199999996350456
9.98,2.32693342,2.017296351589384,0.3096370684106162,-2.5849394142282115e-26,-1.1000000003491714
9.985,2.32702093,2.017296351589384,0.3097245784106164,390.7974334734543,-0.9900000003426923
9.99,2.32710923,2.017100952872647,0.3100082771273529,-195.39871673686926,-0.5399999994893214
9.995,2.32719815,2.017296351589384,0.30990179841061627,-195.39871673757654,-0.08999999920477109
10.0,2.32728769,2.017100952872647,0.3101867371273528,390.79743347381446,-0.8599999995341434
10.005,2.32737793,2.017100952872647,0.3102769771273528,4.2959504985382185e-10,-2.7400000016083217
10.01,2.32746871,2.017100952872647,0.3103677571273531,-195.39871673715348,-3.640000000757646
10.015,2.32755941,2.017100952872647,0.310458457127353,-195.39871673658504,-2.859999998179434
10.02,2.32764955,2.017100952872647,0.3105485971273527,-2.8421709430405217e-10,-2.549999999814753
10.025,2.32773895,2.017100952872647,0.31063799712735296,390.7974334734543,-4.070000001093069
10.03,2.32782735,2.0169055541559104,0.31092179584408974,-195.39871673658504,-5.759999999384262
10.035,2.327914,2.017100952872647,0.3108130471273527,-195.39871673686926,-5.890000000192962
10.04,2.32799804,2.0169055541559104,0.31109248584408977,390.79743347405747,-4.920000001502013
10.045,2.3280788,2.0169055541559104,0.3111732458440897,-1.4537795555009835e-10,-3.819999999450534
10.05,2.32815573,2.0169055541559104,0.31125017584408976,-195.39871673704934,-2.8199999985670114
10.055,2.32822843,2.0169055541559104,0.31132287584408935,2.842170943040522e-10,-1.9099999997252688
10.06,2.3282966,2.0169055541559104,0.3113910458440894,0.0,-1.1400000005324422
10.065,2.32836007,2.0169055541559104,0.31145451584408956,0.0,-0.5000000010113865
10.07,2.32841874,2.0169055541559104,0.3115131858440896,-195.39871673686926,0.08999999977278961
10.075,2.32847258,2.0169055541559104,0.3115670258440897,4.2959504985402384e-10,0.5900000013558007
10.08,2.32852165,2.0169055541559104,0.31161609584408945,390.79743347324603,0.9700000006774303
10.085,2.32856605,2.0167101554391738,0.3118558945608263,-195.39871673757654,1.2899999984450474
10.09,2.32860592,2.0169055541559104,0.3117003658440898,-195.39871673658504,1.549999999213064
10.095,2.32864145,2.0167101554391738,0.31193129456082636,390.7974334734543,1.7500000015502923
10.1,2.32867284,2.0167101554391738,0.3119626845608261,-2.5849394142282115e-26,2.030000000274958
10.105,2.32870033,2.0167101554391738,0.31199017456082645,-195.39871673658504,2.8699999987226317
10.11,2.32872416,2.0167101554391738,0.3120140045608264,-195.39871673686926,4.6400000002224395
10.115,2.32874472,2.0167101554391738,0.31203456456082623,-195.39871673715348,6.660000000806866
10.12,2.32876275,2.0167101554391738,0.31205259456082635,390.7974334736344,7.579999999620767
10.125,2.32877926,2.0165147567224366,0.3122645032775635,195.39871673733356,6.90999999960721
